"Cluster","Name","Class","SubClass","Element","code_raw","coel_code","iri"
7,"Check in at surgery",1,4,4,"7.1.4.4","7.1.4.4","http://w3id.org/coel/model/coel/2.0#7.1.4.4"
7,"Wait",1,4,5,"7.1.4.5","7.1.4.5","http://w3id.org/coel/model/coel/2.0#7.1.4.5"
7,"Examination",1,4,6,"7.1.4.6","7.1.4.6","http://w3id.org/coel/model/coel/2.0#7.1.4.6"
7,"Treatment",1,4,7,"7.1.4.7","7.1.4.7","http://w3id.org/coel/model/coel/2.0#7.1.4.7"
7,"Physiotherapist",1,5,0,"7.1.5.0","7.1.5","http://w3id.org/coel/model/coel/2.0#7.1.5"
7,"Book appointment",1,5,1,"7.1.5.1","7.1.5.1","http://w3id.org/coel/model/coel/2.0#7.1.5.1"
7,"Cancel appointment",1,5,2,"7.1.5.2","7.1.5.2","http://w3id.org/coel/model/coel/2.0#7.1.5.2"
7,"Reschedule appointment",1,5,3,"7.1.5.3","7.1.5.3","http://w3id.org/coel/model/coel/2.0#7.1.5.3"
7,"Check in at surgery",1,5,4,"7.1.5.4","7.1.5.4","http://w3id.org/coel/model/coel/2.0#7.1.5.4"
7,"Wait",1,5,5,"7.1.5.5","7.1.5.5","http://w3id.org/coel/model/coel/2.0#7.1.5.5"
7,"Examination",1,5,6,"7.1.5.6","7.1.5.6","http://w3id.org/coel/model/coel/2.0#7.1.5.6"
7,"Treatment",1,5,7,"7.1.5.7","7.1.5.7","http://w3id.org/coel/model/coel/2.0#7.1.5.7"
7,"Counsellor",1,6,0,"7.1.6.0","7.1.6","http://w3id.org/coel/model/coel/2.0#7.1.6"
7,"Book appointment",1,6,1,"7.1.6.1","7.1.6.1","http://w3id.org/coel/model/coel/2.0#7.1.6.1"
7,"Cancel appointment",1,6,2,"7.1.6.2","7.1.6.2","http://w3id.org/coel/model/coel/2.0#7.1.6.2"
7,"Reschedule appointment",1,6,3,"7.1.6.3","7.1.6.3","http://w3id.org/coel/model/coel/2.0#7.1.6.3"
7,"Check in at surgery",1,6,4,"7.1.6.4","7.1.6.4","http://w3id.org/coel/model/coel/2.0#7.1.6.4"
7,"Wait",1,6,5,"7.1.6.5","7.1.6.5","http://w3id.org/coel/model/coel/2.0#7.1.6.5"
7,"Examination",1,6,6,"7.1.6.6","7.1.6.6","http://w3id.org/coel/model/coel/2.0#7.1.6.6"
7,"Treatment",1,6,7,"7.1.6.7","7.1.6.7","http://w3id.org/coel/model/coel/2.0#7.1.6.7"
7,"Referred",2,0,0,"7.2.0.0","7.2","http://w3id.org/coel/model/coel/2.0#7.2"
7,"Surgeon",2,1,0,"7.2.1.0","7.2.1","http://w3id.org/coel/model/coel/2.0#7.2.1"
7,"Book appointment",2,1,1,"7.2.1.1","7.2.1.1","http://w3id.org/coel/model/coel/2.0#7.2.1.1"
7,"Cancel appointment",2,1,2,"7.2.1.2","7.2.1.2","http://w3id.org/coel/model/coel/2.0#7.2.1.2"
7,"Reschedule appointment",2,1,3,"7.2.1.3","7.2.1.3","http://w3id.org/coel/model/coel/2.0#7.2.1.3"
7,"Check in at surgery",2,1,4,"7.2.1.4","7.2.1.4","http://w3id.org/coel/model/coel/2.0#7.2.1.4"
7,"Wait",2,1,5,"7.2.1.5","7.2.1.5","http://w3id.org/coel/model/coel/2.0#7.2.1.5"
7,"Examination",2,1,6,"7.2.1.6","7.2.1.6","http://w3id.org/coel/model/coel/2.0#7.2.1.6"
7,"Treatment",2,1,7,"7.2.1.7","7.2.1.7","http://w3id.org/coel/model/coel/2.0#7.2.1.7"
7,"Collect",2,1,8,"7.2.1.8","7.2.1.8","http://w3id.org/coel/model/coel/2.0#7.2.1.8"
7,"Consultant",2,2,0,"7.2.2.0","7.2.2","http://w3id.org/coel/model/coel/2.0#7.2.2"
7,"Book appointment",2,2,1,"7.2.2.1","7.2.2.1","http://w3id.org/coel/model/coel/2.0#7.2.2.1"
7,"Cancel appointment",2,2,2,"7.2.2.2","7.2.2.2","http://w3id.org/coel/model/coel/2.0#7.2.2.2"
7,"Reschedule appointment",2,2,3,"7.2.2.3","7.2.2.3","http://w3id.org/coel/model/coel/2.0#7.2.2.3"
7,"Check in at surgery",2,2,4,"7.2.2.4","7.2.2.4","http://w3id.org/coel/model/coel/2.0#7.2.2.4"
7,"Wait",2,2,5,"7.2.2.5","7.2.2.5","http://w3id.org/coel/model/coel/2.0#7.2.2.5"
7,"Examination",2,2,6,"7.2.2.6","7.2.2.6","http://w3id.org/coel/model/coel/2.0#7.2.2.6"
7,"Treatment",2,2,7,"7.2.2.7","7.2.2.7","http://w3id.org/coel/model/coel/2.0#7.2.2.7"
7,"Collect",2,2,8,"7.2.2.8","7.2.2.8","http://w3id.org/coel/model/coel/2.0#7.2.2.8"
7,"Social worker",2,3,0,"7.2.3.0","7.2.3","http://w3id.org/coel/model/coel/2.0#7.2.3"
7,"Book appointment",2,3,1,"7.2.3.1","7.2.3.1","http://w3id.org/coel/model/coel/2.0#7.2.3.1"
7,"Cancel appointment",2,3,2,"7.2.3.2","7.2.3.2","http://w3id.org/coel/model/coel/2.0#7.2.3.2"
7,"Reschedule appointment",2,3,3,"7.2.3.3","7.2.3.3","http://w3id.org/coel/model/coel/2.0#7.2.3.3"
7,"Check in",2,3,4,"7.2.3.4","7.2.3.4","http://w3id.org/coel/model/coel/2.0#7.2.3.4"
7,"Wait",2,3,5,"7.2.3.5","7.2.3.5","http://w3id.org/coel/model/coel/2.0#7.2.3.5"
7,"Examination",2,3,6,"7.2.3.6","7.2.3.6","http://w3id.org/coel/model/coel/2.0#7.2.3.6"
7,"Treatment",2,3,7,"7.2.3.7","7.2.3.7","http://w3id.org/coel/model/coel/2.0#7.2.3.7"
7,"Home visit",2,3,8,"7.2.3.8","7.2.3.8","http://w3id.org/coel/model/coel/2.0#7.2.3.8"
7,"Psychiatrist",2,4,0,"7.2.4.0","7.2.4","http://w3id.org/coel/model/coel/2.0#7.2.4"
7,"Book appointment",2,4,1,"7.2.4.1","7.2.4.1","http://w3id.org/coel/model/coel/2.0#7.2.4.1"
7,"Cancel appointment",2,4,2,"7.2.4.2","7.2.4.2","http://w3id.org/coel/model/coel/2.0#7.2.4.2"
7,"Reschedule appointment",2,4,3,"7.2.4.3","7.2.4.3","http://w3id.org/coel/model/coel/2.0#7.2.4.3"
7,"Check in",2,4,4,"7.2.4.4","7.2.4.4","http://w3id.org/coel/model/coel/2.0#7.2.4.4"
7,"Wait",2,4,5,"7.2.4.5","7.2.4.5","http://w3id.org/coel/model/coel/2.0#7.2.4.5"
7,"Examination",2,4,6,"7.2.4.6","7.2.4.6","http://w3id.org/coel/model/coel/2.0#7.2.4.6"
7,"Treatment",2,4,7,"7.2.4.7","7.2.4.7","http://w3id.org/coel/model/coel/2.0#7.2.4.7"
7,"Collect",2,4,8,"7.2.4.8","7.2.4.8","http://w3id.org/coel/model/coel/2.0#7.2.4.8"
7,"Psychotherapist",2,5,0,"7.2.5.0","7.2.5","http://w3id.org/coel/model/coel/2.0#7.2.5"
7,"Book appointment",2,5,1,"7.2.5.1","7.2.5.1","http://w3id.org/coel/model/coel/2.0#7.2.5.1"
7,"Cancel appointment",2,5,2,"7.2.5.2","7.2.5.2","http://w3id.org/coel/model/coel/2.0#7.2.5.2"
7,"Reschedule appointment",2,5,3,"7.2.5.3","7.2.5.3","http://w3id.org/coel/model/coel/2.0#7.2.5.3"
7,"Check in",2,5,4,"7.2.5.4","7.2.5.4","http://w3id.org/coel/model/coel/2.0#7.2.5.4"
7,"Wait",2,5,5,"7.2.5.5","7.2.5.5","http://w3id.org/coel/model/coel/2.0#7.2.5.5"
7,"Examination",2,5,6,"7.2.5.6","7.2.5.6","http://w3id.org/coel/model/coel/2.0#7.2.5.6"
7,"Treatment",2,5,7,"7.2.5.7","7.2.5.7","http://w3id.org/coel/model/coel/2.0#7.2.5.7"
7,"Collect",2,5,8,"7.2.5.8","7.2.5.8","http://w3id.org/coel/model/coel/2.0#7.2.5.8"
7,"Psychologist",2,6,0,"7.2.6.0","7.2.6","http://w3id.org/coel/model/coel/2.0#7.2.6"
7,"Book appointment",2,6,1,"7.2.6.1","7.2.6.1","http://w3id.org/coel/model/coel/2.0#7.2.6.1"
7,"Cancel appointment",2,6,2,"7.2.6.2","7.2.6.2","http://w3id.org/coel/model/coel/2.0#7.2.6.2"
7,"Reschedule appointment",2,6,3,"7.2.6.3","7.2.6.3","http://w3id.org/coel/model/coel/2.0#7.2.6.3"
7,"Check in",2,6,4,"7.2.6.4","7.2.6.4","http://w3id.org/coel/model/coel/2.0#7.2.6.4"
7,"Wait",2,6,5,"7.2.6.5","7.2.6.5","http://w3id.org/coel/model/coel/2.0#7.2.6.5"
7,"Examination",2,6,6,"7.2.6.6","7.2.6.6","http://w3id.org/coel/model/coel/2.0#7.2.6.6"
7,"Treatment",2,6,7,"7.2.6.7","7.2.6.7","http://w3id.org/coel/model/coel/2.0#7.2.6.7"
7,"Collect",2,6,8,"7.2.6.8","7.2.6.8","http://w3id.org/coel/model/coel/2.0#7.2.6.8"
7,"Alternative",3,0,0,"7.3.0.0","7.3","http://w3id.org/coel/model/coel/2.0#7.3"
7,"Chinese medical practitioner",3,1,0,"7.3.1.0","7.3.1","http://w3id.org/coel/model/coel/2.0#7.3.1"
7,"Book appointment",3,1,1,"7.3.1.1","7.3.1.1","http://w3id.org/coel/model/coel/2.0#7.3.1.1"
7,"Cancel appointment",3,1,2,"7.3.1.2","7.3.1.2","http://w3id.org/coel/model/coel/2.0#7.3.1.2"
7,"Reschedule appointment",3,1,3,"7.3.1.3","7.3.1.3","http://w3id.org/coel/model/coel/2.0#7.3.1.3"
7,"Check in",3,1,4,"7.3.1.4","7.3.1.4","http://w3id.org/coel/model/coel/2.0#7.3.1.4"
7,"Wait",3,1,5,"7.3.1.5","7.3.1.5","http://w3id.org/coel/model/coel/2.0#7.3.1.5"
7,"Examination",3,1,6,"7.3.1.6","7.3.1.6","http://w3id.org/coel/model/coel/2.0#7.3.1.6"
7,"Treatment",3,1,7,"7.3.1.7","7.3.1.7","http://w3id.org/coel/model/coel/2.0#7.3.1.7"
7,"Collect",3,1,8,"7.3.1.8","7.3.1.8","http://w3id.org/coel/model/coel/2.0#7.3.1.8"
7,"Homeopathy",3,2,0,"7.3.2.0","7.3.2","http://w3id.org/coel/model/coel/2.0#7.3.2"
7,"Book appointment",3,2,1,"7.3.2.1","7.3.2.1","http://w3id.org/coel/model/coel/2.0#7.3.2.1"
7,"Cancel appointment",3,2,2,"7.3.2.2","7.3.2.2","http://w3id.org/coel/model/coel/2.0#7.3.2.2"
7,"Reschedule appointment",3,2,3,"7.3.2.3","7.3.2.3","http://w3id.org/coel/model/coel/2.0#7.3.2.3"
7,"Check in",3,2,4,"7.3.2.4","7.3.2.4","http://w3id.org/coel/model/coel/2.0#7.3.2.4"
7,"Wait",3,2,5,"7.3.2.5","7.3.2.5","http://w3id.org/coel/model/coel/2.0#7.3.2.5"
7,"Examination",3,2,6,"7.3.2.6","7.3.2.6","http://w3id.org/coel/model/coel/2.0#7.3.2.6"
7,"Treatment",3,2,7,"7.3.2.7","7.3.2.7","http://w3id.org/coel/model/coel/2.0#7.3.2.7"
7,"Collect",3,2,8,"7.3.2.8","7.3.2.8","http://w3id.org/coel/model/coel/2.0#7.3.2.8"
7,"Herbalist and natural",3,3,0,"7.3.3.0","7.3.3","http://w3id.org/coel/model/coel/2.0#7.3.3"
7,"Book appointment",3,3,1,"7.3.3.1","7.3.3.1","http://w3id.org/coel/model/coel/2.0#7.3.3.1"
7,"Cancel appointment",3,3,2,"7.3.3.2","7.3.3.2","http://w3id.org/coel/model/coel/2.0#7.3.3.2"
7,"Reschedule appointment",3,3,3,"7.3.3.3","7.3.3.3","http://w3id.org/coel/model/coel/2.0#7.3.3.3"
7,"Check in",3,3,4,"7.3.3.4","7.3.3.4","http://w3id.org/coel/model/coel/2.0#7.3.3.4"
7,"Wait",3,3,5,"7.3.3.5","7.3.3.5","http://w3id.org/coel/model/coel/2.0#7.3.3.5"
7,"Examination",3,3,6,"7.3.3.6","7.3.3.6","http://w3id.org/coel/model/coel/2.0#7.3.3.6"
7,"Treatment",3,3,7,"7.3.3.7","7.3.3.7","http://w3id.org/coel/model/coel/2.0#7.3.3.7"
7,"Collect",3,3,8,"7.3.3.8","7.3.3.8","http://w3id.org/coel/model/coel/2.0#7.3.3.8"
7,"Acupuncture and acupressure",3,4,0,"7.3.4.0","7.3.4","http://w3id.org/coel/model/coel/2.0#7.3.4"
7,"Book appointment",3,4,1,"7.3.4.1","7.3.4.1","http://w3id.org/coel/model/coel/2.0#7.3.4.1"
7,"Cancel appointment",3,4,2,"7.3.4.2","7.3.4.2","http://w3id.org/coel/model/coel/2.0#7.3.4.2"
7,"Reschedule appointment",3,4,3,"7.3.4.3","7.3.4.3","http://w3id.org/coel/model/coel/2.0#7.3.4.3"
7,"Check in",3,4,4,"7.3.4.4","7.3.4.4","http://w3id.org/coel/model/coel/2.0#7.3.4.4"
7,"Wait",3,4,5,"7.3.4.5","7.3.4.5","http://w3id.org/coel/model/coel/2.0#7.3.4.5"
7,"Examination",3,4,6,"7.3.4.6","7.3.4.6","http://w3id.org/coel/model/coel/2.0#7.3.4.6"
7,"Treatment",3,4,7,"7.3.4.7","7.3.4.7","http://w3id.org/coel/model/coel/2.0#7.3.4.7"
7,"Reflexology",3,5,0,"7.3.5.0","7.3.5","http://w3id.org/coel/model/coel/2.0#7.3.5"
7,"Book appointment",3,5,1,"7.3.5.1","7.3.5.1","http://w3id.org/coel/model/coel/2.0#7.3.5.1"
7,"Cancel appointment",3,5,2,"7.3.5.2","7.3.5.2","http://w3id.org/coel/model/coel/2.0#7.3.5.2"
7,"Reschedule appointment",3,5,3,"7.3.5.3","7.3.5.3","http://w3id.org/coel/model/coel/2.0#7.3.5.3"
7,"Check in",3,5,4,"7.3.5.4","7.3.5.4","http://w3id.org/coel/model/coel/2.0#7.3.5.4"
7,"Wait",3,5,5,"7.3.5.5","7.3.5.5","http://w3id.org/coel/model/coel/2.0#7.3.5.5"
7,"Examination",3,5,6,"7.3.5.6","7.3.5.6","http://w3id.org/coel/model/coel/2.0#7.3.5.6"
7,"Treatment",3,5,7,"7.3.5.7","7.3.5.7","http://w3id.org/coel/model/coel/2.0#7.3.5.7"
7,"Chiropractor",3,6,0,"7.3.6.0","7.3.6","http://w3id.org/coel/model/coel/2.0#7.3.6"
7,"Book appointment",3,6,1,"7.3.6.1","7.3.6.1","http://w3id.org/coel/model/coel/2.0#7.3.6.1"
7,"Cancel appointment",3,6,2,"7.3.6.2","7.3.6.2","http://w3id.org/coel/model/coel/2.0#7.3.6.2"
7,"Reschedule appointment",3,6,3,"7.3.6.3","7.3.6.3","http://w3id.org/coel/model/coel/2.0#7.3.6.3"
7,"Check in at surgery",3,6,4,"7.3.6.4","7.3.6.4","http://w3id.org/coel/model/coel/2.0#7.3.6.4"
7,"Wait",3,6,5,"7.3.6.5","7.3.6.5","http://w3id.org/coel/model/coel/2.0#7.3.6.5"
7,"Examination",3,6,6,"7.3.6.6","7.3.6.6","http://w3id.org/coel/model/coel/2.0#7.3.6.6"
7,"Treatment",3,6,7,"7.3.6.7","7.3.6.7","http://w3id.org/coel/model/coel/2.0#7.3.6.7"
8,"Medicine",0,0,0,"8.0.0.0","8","http://w3id.org/coel/model/coel/2.0#8"
8,"Tests",1,0,0,"8.1.0.0","8.1","http://w3id.org/coel/model/coel/2.0#8.1"
8,"Give sample",1,1,0,"8.1.1.0","8.1.1","http://w3id.org/coel/model/coel/2.0#8.1.1"
8,"Blood",1,1,1,"8.1.1.1","8.1.1.1","http://w3id.org/coel/model/coel/2.0#8.1.1.1"
8,"Urine",1,1,2,"8.1.1.2","8.1.1.2","http://w3id.org/coel/model/coel/2.0#8.1.1.2"
8,"Stool",1,1,3,"8.1.1.3","8.1.1.3","http://w3id.org/coel/model/coel/2.0#8.1.1.3"
8,"Semen",1,1,4,"8.1.1.4","8.1.1.4","http://w3id.org/coel/model/coel/2.0#8.1.1.4"
8,"Vaginal secretion",1,1,5,"8.1.1.5","8.1.1.5","http://w3id.org/coel/model/coel/2.0#8.1.1.5"
8,"Sputum",1,1,6,"8.1.1.6","8.1.1.6","http://w3id.org/coel/model/coel/2.0#8.1.1.6"
8,"Amniotic fluid",1,1,7,"8.1.1.7","8.1.1.7","http://w3id.org/coel/model/coel/2.0#8.1.1.7"
8,"Sweat",1,1,8,"8.1.1.8","8.1.1.8","http://w3id.org/coel/model/coel/2.0#8.1.1.8"
8,"Pleural fluid",1,1,9,"8.1.1.9","8.1.1.9","http://w3id.org/coel/model/coel/2.0#8.1.1.9"
8,"Take measurement",1,2,0,"8.1.2.0","8.1.2","http://w3id.org/coel/model/coel/2.0#8.1.2"
8,"Height",1,2,1,"8.1.2.1","8.1.2.1","http://w3id.org/coel/model/coel/2.0#8.1.2.1"
8,"Weight",1,2,2,"8.1.2.2","8.1.2.2","http://w3id.org/coel/model/coel/2.0#8.1.2.2"
8,"Pulse",1,2,3,"8.1.2.3","8.1.2.3","http://w3id.org/coel/model/coel/2.0#8.1.2.3"
8,"Blood pressure",1,2,4,"8.1.2.4","8.1.2.4","http://w3id.org/coel/model/coel/2.0#8.1.2.4"
8,"Respiration rate",1,2,5,"8.1.2.5","8.1.2.5","http://w3id.org/coel/model/coel/2.0#8.1.2.5"
8,"Temperature",1,2,6,"8.1.2.6","8.1.2.6","http://w3id.org/coel/model/coel/2.0#8.1.2.6"
8,"Take function test",1,3,0,"8.1.3.0","8.1.3","http://w3id.org/coel/model/coel/2.0#8.1.3"
8,"Lung,",1,3,1,"8.1.3.1","8.1.3.1","http://w3id.org/coel/model/coel/2.0#8.1.3.1"
8,"Kidney",1,3,2,"8.1.3.2","8.1.3.2","http://w3id.org/coel/model/coel/2.0#8.1.3.2"
8,"Liver",1,3,3,"8.1.3.3","8.1.3.3","http://w3id.org/coel/model/coel/2.0#8.1.3.3"
8,"Heart",1,3,4,"8.1.3.4","8.1.3.4","http://w3id.org/coel/model/coel/2.0#8.1.3.4"
8,"Pancreas",1,3,5,"8.1.3.5","8.1.3.5","http://w3id.org/coel/model/coel/2.0#8.1.3.5"
8,"Reproductive",1,3,6,"8.1.3.6","8.1.3.6","http://w3id.org/coel/model/coel/2.0#8.1.3.6"
8,"Heavy metal presence",1,3,7,"8.1.3.7","8.1.3.7","http://w3id.org/coel/model/coel/2.0#8.1.3.7"
8,"Food sensitivity",1,3,8,"8.1.3.8","8.1.3.8","http://w3id.org/coel/model/coel/2.0#8.1.3.8"
8,"Parasitic infestation",1,3,9,"8.1.3.9","8.1.3.9","http://w3id.org/coel/model/coel/2.0#8.1.3.9"
8,"Scan and monitor",1,4,0,"8.1.4.0","8.1.4","http://w3id.org/coel/model/coel/2.0#8.1.4"
8,"Mammogram",1,4,1,"8.1.4.1","8.1.4.1","http://w3id.org/coel/model/coel/2.0#8.1.4.1"
8,"Ecg",1,4,2,"8.1.4.2","8.1.4.2","http://w3id.org/coel/model/coel/2.0#8.1.4.2"
8,"Cat scan (computerised tomography)",1,4,3,"8.1.4.3","8.1.4.3","http://w3id.org/coel/model/coel/2.0#8.1.4.3"
8,"Mri",1,4,4,"8.1.4.4","8.1.4.4","http://w3id.org/coel/model/coel/2.0#8.1.4.4"
8,"X-ray",1,4,5,"8.1.4.5","8.1.4.5","http://w3id.org/coel/model/coel/2.0#8.1.4.5"
8,"Ultrasound",1,4,6,"8.1.4.6","8.1.4.6","http://w3id.org/coel/model/coel/2.0#8.1.4.6"
8,"Bone densitometry",1,4,7,"8.1.4.7","8.1.4.7","http://w3id.org/coel/model/coel/2.0#8.1.4.7"
8,"Position emission tomography",1,4,8,"8.1.4.8","8.1.4.8","http://w3id.org/coel/model/coel/2.0#8.1.4.8"
8,"Nuclear scan",1,4,9,"8.1.4.9","8.1.4.9","http://w3id.org/coel/model/coel/2.0#8.1.4.9"
8,"Check up",1,5,0,"8.1.5.0","8.1.5","http://w3id.org/coel/model/coel/2.0#8.1.5"
8,"Preventative health check",1,5,1,"8.1.5.1","8.1.5.1","http://w3id.org/coel/model/coel/2.0#8.1.5.1"
8,"Dental check up",1,5,2,"8.1.5.2","8.1.5.2","http://w3id.org/coel/model/coel/2.0#8.1.5.2"
8,"Midwife check up",1,5,3,"8.1.5.3","8.1.5.3","http://w3id.org/coel/model/coel/2.0#8.1.5.3"
8,"Post operative check up",1,5,4,"8.1.5.4","8.1.5.4","http://w3id.org/coel/model/coel/2.0#8.1.5.4"
8,"Physiotherapy check up",1,5,5,"8.1.5.5","8.1.5.5","http://w3id.org/coel/model/coel/2.0#8.1.5.5"
8,"Post illness check up",1,5,6,"8.1.5.6","8.1.5.6","http://w3id.org/coel/model/coel/2.0#8.1.5.6"
8,"Hearing check",1,5,7,"8.1.5.7","8.1.5.7","http://w3id.org/coel/model/coel/2.0#8.1.5.7"
8,"Optician check up",1,5,8,"8.1.5.8","8.1.5.8","http://w3id.org/coel/model/coel/2.0#8.1.5.8"
8,"Genetic testing",1,6,0,"8.1.6.0","8.1.6","http://w3id.org/coel/model/coel/2.0#8.1.6"
8,"New born screening",1,6,1,"8.1.6.1","8.1.6.1","http://w3id.org/coel/model/coel/2.0#8.1.6.1"
8,"Prenatal diagnostic screening",1,6,2,"8.1.6.2","8.1.6.2","http://w3id.org/coel/model/coel/2.0#8.1.6.2"
8,"Dna test",1,6,3,"8.1.6.3","8.1.6.3","http://w3id.org/coel/model/coel/2.0#8.1.6.3"
8,"Forensic testing",1,6,4,"8.1.6.4","8.1.6.4","http://w3id.org/coel/model/coel/2.0#8.1.6.4"
8,"Predicting illness",1,6,5,"8.1.6.5","8.1.6.5","http://w3id.org/coel/model/coel/2.0#8.1.6.5"
8,"Diagnosis and treatment",2,0,0,"8.2.0.0","8.2","http://w3id.org/coel/model/coel/2.0#8.2"
8,"Diagnosis",2,1,0,"8.2.1.0","8.2.1","http://w3id.org/coel/model/coel/2.0#8.2.1"
8,"Get test results",2,1,1,"8.2.1.1","8.2.1.1","http://w3id.org/coel/model/coel/2.0#8.2.1.1"
8,"Get diagnosis",2,1,2,"8.2.1.2","8.2.1.2","http://w3id.org/coel/model/coel/2.0#8.2.1.2"
8,"Retest",2,1,3,"8.2.1.3","8.2.1.3","http://w3id.org/coel/model/coel/2.0#8.2.1.3"
8,"Reissue results",2,1,4,"8.2.1.4","8.2.1.4","http://w3id.org/coel/model/coel/2.0#8.2.1.4"
8,"Dental treatment",2,2,0,"8.2.2.0","8.2.2","http://w3id.org/coel/model/coel/2.0#8.2.2"
8,"Scale and polish",2,2,1,"8.2.2.1","8.2.2.1","http://w3id.org/coel/model/coel/2.0#8.2.2.1"
8,"Filling",2,2,2,"8.2.2.2","8.2.2.2","http://w3id.org/coel/model/coel/2.0#8.2.2.2"
8,"Crown",2,2,3,"8.2.2.3","8.2.2.3","http://w3id.org/coel/model/coel/2.0#8.2.2.3"
8,"Extraction",2,2,4,"8.2.2.4","8.2.2.4","http://w3id.org/coel/model/coel/2.0#8.2.2.4"
8,"Fitting dentures",2,2,5,"8.2.2.5","8.2.2.5","http://w3id.org/coel/model/coel/2.0#8.2.2.5"
8,"X ray",2,2,6,"8.2.2.6","8.2.2.6","http://w3id.org/coel/model/coel/2.0#8.2.2.6"
8,"Whitening",2,2,7,"8.2.2.7","8.2.2.7","http://w3id.org/coel/model/coel/2.0#8.2.2.7"
8,"Straightening",2,2,8,"8.2.2.8","8.2.2.8","http://w3id.org/coel/model/coel/2.0#8.2.2.8"
8,"Root canal",2,2,9,"8.2.2.9","8.2.2.9","http://w3id.org/coel/model/coel/2.0#8.2.2.9"
8,"Surgical procedure",2,3,0,"8.2.3.0","8.2.3","http://w3id.org/coel/model/coel/2.0#8.2.3"
8,"Book into hospital",2,3,1,"8.2.3.1","8.2.3.1","http://w3id.org/coel/model/coel/2.0#8.2.3.1"
8,"Have pre-med",2,3,2,"8.2.3.2","8.2.3.2","http://w3id.org/coel/model/coel/2.0#8.2.3.2"
8,"Prepare skin/body",2,3,3,"8.2.3.3","8.2.3.3","http://w3id.org/coel/model/coel/2.0#8.2.3.3"
8,"Have operation",2,3,4,"8.2.3.4","8.2.3.4","http://w3id.org/coel/model/coel/2.0#8.2.3.4"
8,"Have anaesthetic",2,3,5,"8.2.3.5","8.2.3.5","http://w3id.org/coel/model/coel/2.0#8.2.3.5"
8,"Take or apply medicine",2,4,0,"8.2.4.0","8.2.4","http://w3id.org/coel/model/coel/2.0#8.2.4"
8,"Syrup",2,4,1,"8.2.4.1","8.2.4.1","http://w3id.org/coel/model/coel/2.0#8.2.4.1"
8,"Capsules",2,4,2,"8.2.4.2","8.2.4.2","http://w3id.org/coel/model/coel/2.0#8.2.4.2"
8,"Pills",2,4,3,"8.2.4.3","8.2.4.3","http://w3id.org/coel/model/coel/2.0#8.2.4.3"
8,"Creams",2,4,4,"8.2.4.4","8.2.4.4","http://w3id.org/coel/model/coel/2.0#8.2.4.4"
8,"Lotions",2,4,5,"8.2.4.5","8.2.4.5","http://w3id.org/coel/model/coel/2.0#8.2.4.5"
8,"Sprays",2,4,6,"8.2.4.6","8.2.4.6","http://w3id.org/coel/model/coel/2.0#8.2.4.6"
8,"Drops",2,4,7,"8.2.4.7","8.2.4.7","http://w3id.org/coel/model/coel/2.0#8.2.4.7"
8,"Injections",2,4,8,"8.2.4.8","8.2.4.8","http://w3id.org/coel/model/coel/2.0#8.2.4.8"
8,"Suppositories",2,4,9,"8.2.4.9","8.2.4.9","http://w3id.org/coel/model/coel/2.0#8.2.4.9"
8,"Treat breaks and sprains",2,5,0,"8.2.5.0","8.2.5","http://w3id.org/coel/model/coel/2.0#8.2.5"
8,"Have plaster applied",2,5,1,"8.2.5.1","8.2.5.1","http://w3id.org/coel/model/coel/2.0#8.2.5.1"
8,"Have bandage applied",2,5,2,"8.2.5.2","8.2.5.2","http://w3id.org/coel/model/coel/2.0#8.2.5.2"
8,"Treat cuts and grazes",2,6,0,"8.2.6.0","8.2.6","http://w3id.org/coel/model/coel/2.0#8.2.6"
8,"Have stitches",2,6,1,"8.2.6.1","8.2.6.1","http://w3id.org/coel/model/coel/2.0#8.2.6.1"
8,"Have bandage applied",2,6,2,"8.2.6.2","8.2.6.2","http://w3id.org/coel/model/coel/2.0#8.2.6.2"
8,"Treat joints and muscles",2,7,0,"8.2.7.0","8.2.7","http://w3id.org/coel/model/coel/2.0#8.2.7"
8,"Have heat applied",2,7,1,"8.2.7.1","8.2.7.1","http://w3id.org/coel/model/coel/2.0#8.2.7.1"
8,"Have cold applied",2,7,2,"8.2.7.2","8.2.7.2","http://w3id.org/coel/model/coel/2.0#8.2.7.2"
8,"Self diagnosis and medication",3,0,0,"8.3.0.0","8.3","http://w3id.org/coel/model/coel/2.0#8.3"
8,"Take dietary supplements",3,1,0,"8.3.1.0","8.3.1","http://w3id.org/coel/model/coel/2.0#8.3.1"
8,"Take vitamins",3,1,1,"8.3.1.1","8.3.1.1","http://w3id.org/coel/model/coel/2.0#8.3.1.1"
8,"Take mineral supplements",3,1,2,"8.3.1.2","8.3.1.2","http://w3id.org/coel/model/coel/2.0#8.3.1.2"
8,"Apply bandages and dressings",3,2,0,"8.3.2.0","8.3.2","http://w3id.org/coel/model/coel/2.0#8.3.2"
8,"Apply dressing",3,2,1,"8.3.2.1","8.3.2.1","http://w3id.org/coel/model/coel/2.0#8.3.2.1"
8,"Apply bandage",3,2,2,"8.3.2.2","8.3.2.2","http://w3id.org/coel/model/coel/2.0#8.3.2.2"
8,"Change dressing",3,2,3,"8.3.2.3","8.3.2.3","http://w3id.org/coel/model/coel/2.0#8.3.2.3"
